groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,4.5945,space,5.4156,o,3.0519,0,0,0,0,1,ci01,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_184154_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.5678,0,1,1,93,1,ci94,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_758732_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.4797,0,2,2,96,1,ci97,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_823586_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.697,0,3,3,106,1,ci107,conservative,outgroup,group,cis/group level cis/base_group_conservativeOutgroup_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8821,0,4,4,29,1,ci30,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_270729_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,3.5292,0,5,5,24,1,ci25,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_986864_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.2725,0,6,6,52,1,ci53,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_247453_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.8123,0,7,7,11,1,ci12,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_481688_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.052,0,8,8,37,1,ci38,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_593992_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.0477,0,9,9,64,1,ci65,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_627839_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8456,0,10,10,15,1,ci16,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_626058_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,0.8135,0,11,11,66,1,ci67,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_648338_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.0265,0,12,12,12,1,ci13,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_495549_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.4613,0,13,13,83,1,ci84,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_383356_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,2.1869,0,14,14,10,1,ci11,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_470750_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.032,0,15,15,105,1,ci106,conservative,ingroup,group,cis/group level cis/base_group_conservativeIngroup_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.1325,0,16,16,76,1,ci77,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_135744_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8829,0,17,17,2,1,ci03,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_196857_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7068,0,18,18,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,0.815,0,19,19,25,1,ci26,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_126568_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.6868,0,20,20,62,1,ci63,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.0757,0,21,21,89,1,ci90,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_535284_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7049,0,22,22,63,1,ci64,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_583297_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,2.679,0,23,23,75,1,ci76,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_119301_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.2033,0,24,24,3,1,ci04,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_215299_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.629,0,25,25,97,1,ci98,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_845263_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,0.992,0,26,26,16,1,ci17,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_630658_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7956,0,27,27,95,1,ci96,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_809176_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.4793,0,28,28,14,1,ci15,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_509033_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.0116,0,29,29,69,1,ci70,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_820737_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7813,0,30,30,33,1,ci34,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_394668_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8583,0,31,31,81,1,ci82,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_347579_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.6265,0,32,32,88,1,ci89,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_518254_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.5782,0,33,33,74,1,ci75,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_962973_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.0272,0,34,34,38,1,ci39,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_612237_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.3048,0,35,35,99,1,ci100,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_913688_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.081,0,36,36,51,1,ci52,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_569ac8_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7942,0,37,37,91,1,ci92,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_601743_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7295,0,38,38,59,1,ci60,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_488856_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8947,0,39,39,72,1,ci73,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_929772_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.7616,0,40,40,1,1,ci02,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_187033_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,1.0427,0,41,41,31,1,ci32,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_311058_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.2691,0,42,42,73,1,ci74,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,o,0.7152,0,43,43,36,1,ci37,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_559539_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.6401,0,44,44,48,1,ci49,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_906661_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,1.1111,0,45,45,58,1,ci59,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_458729_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
,,,,u,0.8981,0,46,46,43,1,ci44,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,60fc1d9978577388f3281c3c,2022-06-14_13h05.17.678,group_task,2020.2.10,MacIntel,60
