groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,2.6233,space,3.9858,u,1.7209,0,0,0,73,1,ci74,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,1.3777,0,1,1,66,1,ci67,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_648338_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,1.2032,0,2,2,17,1,ci18,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_688723_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,0.9174,0,3,3,15,1,ci16,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_626058_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,u,0.9629,0,4,4,45,1,ci46,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_882735_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,u,0.7148,0,5,5,50,1,ci51,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,0.7464,0,6,6,93,1,ci94,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_758732_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,u,0.6627,0,7,7,43,1,ci44,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,u,0.6834,0,8,8,62,1,ci63,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,0.7399,0,9,9,76,1,ci77,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_135744_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,u,0.9182,0,10,10,63,1,ci64,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_583297_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
,,,,o,0.6684,0,11,11,80,1,ci81,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_318528_autoscaled.jpg,611112142433b5e95c84acd9,2022-06-14_13h13.55.067,group_task,2020.2.10,Win32,60
