groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
o,25.6783,space,8.5865,u,4.2066,0,0,0,39,1,ci40,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_643489_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,4.3414,0,1,1,68,1,ci69,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_806540_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,5.0123,0,2,2,2,1,ci03,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_196857_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,1.0614,0,3,3,101,1,ci102,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_924521_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,2.6815,0,4,4,100,1,ci101,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_920112_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,1.7478,0,5,5,3,1,ci04,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_215299_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,1.1991,0,6,6,24,1,ci25,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_986864_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,1.1046,0,7,7,35,1,ci36,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_526540_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.9148,0,8,8,70,1,ci71,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_856223_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,2.3177,0,9,9,62,1,ci63,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,1.2171,0,10,10,73,1,ci74,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,1.0495,0,11,11,57,1,ci58,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_457349_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,1.2997,0,12,12,47,1,ci48,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_901185_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.8458,0,13,13,48,1,ci49,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_906661_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.3307,0,14,14,54,1,ci55,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.3315,0,15,15,5,1,ci06,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_244753_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.3481,0,16,16,50,1,ci51,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.5817,0,17,17,61,1,ci62,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_537785_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.381,0,18,18,99,1,ci100,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_913688_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.369,0,19,19,58,1,ci59,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_458729_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.3847,0,20,20,78,1,ci79,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_222143_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.3543,0,21,21,95,1,ci96,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_809176_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.3855,0,22,22,69,1,ci70,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_820737_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,u,0.3895,0,23,23,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
,,,,o,0.3136,0,24,24,76,1,ci77,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_135744_autoscaled.jpg,60fed7d7bb3599bd50593d60,2022-06-14_13h09.52.218,group_task,2020.2.10,MacIntel,60
