groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,5.5686,space,14.3527,u,10.1452,0,0,0,17,1,ci18,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_688723_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,2.3981,0,1,1,5,1,ci06,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_244753_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,1.6151,0,2,2,15,1,ci16,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_626058_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,4.4813,0,3,3,82,1,ci83,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_349939_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,o,3.6667,0,4,4,14,1,ci15,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_509033_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,o,1.1872,0,5,5,99,1,ci100,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_913688_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,1.2826,0,6,6,0,1,ci01,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_184154_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,1.374,0,7,7,43,1,ci44,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,u,1.0326,0,8,8,32,1,ci33,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_362980_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,o,2.9534,0,9,9,81,1,ci82,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_347579_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
,,,,o,3.8005,0,10,10,91,1,ci92,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_601743_autoscaled.jpg,627a7577cbe1de8e36b06f57,2022-06-14_13h13.42.266,group_task,2020.2.10,MacIntel,60
