groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,5.4657,space,8.5977,o,4.0768,0,0,0,54,1,ci55,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.5285,0,1,1,4,1,ci05,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_224595_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,2.8754,0,2,2,86,1,ci87,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_491143_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.2339,0,3,3,99,1,ci100,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_913688_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.834,0,4,4,3,1,ci04,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_215299_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.6179,0,5,5,80,1,ci81,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_318528_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,5.3403,0,6,6,14,1,ci15,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_509033_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.9972,0,7,7,60,1,ci61,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_499872_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.257,0,8,8,66,1,ci67,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_648338_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.6144,0,9,9,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.8133,0,10,10,68,1,ci69,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_806540_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.6001,0,11,11,73,1,ci74,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,2.9167,0,12,12,104,1,ci105,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_997890_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,u,1.7253,0,13,13,43,1,ci44,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.833,0,14,14,97,1,ci98,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_845263_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
,,,,o,1.0059,0,15,15,90,1,ci91,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_551334_autoscaled.jpg,623496c59bacf2cd22e9cee4,2022-06-14_12h18.38.688,group_task,2020.2.10,Win32,60
