groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,4.6709,space,8.4211,o,2.0508,0,0,0,79,1,ci80,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_316191_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,1.4692,0,1,1,91,1,ci92,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_601743_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,1.4539,0,2,2,68,1,ci69,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_806540_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,1.151,0,3,3,55,1,ci56,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_309610_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.706,0,4,4,35,1,ci36,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_526540_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.7242,0,5,5,15,1,ci16,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_626058_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,0.7183,0,6,6,11,1,ci12,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_481688_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.4783,0,7,7,37,1,ci38,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_593992_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,2.214,0,8,8,59,1,ci60,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_488856_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,3.12,0,9,9,30,1,ci31,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_296889_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.4338,0,10,10,45,1,ci46,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_882735_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,0.7033,0,11,11,2,1,ci03,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_196857_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,1.274,0,12,12,29,1,ci30,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_270729_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,1.6123,0,13,13,9,1,ci10,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_435390_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,0.7055,0,14,14,104,1,ci105,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_997890_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.2479,0,15,15,42,1,ci43,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_735257_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,o,1.2341,0,16,16,89,1,ci90,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_535284_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,3.1674,0,17,17,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,2.4207,0,18,18,81,1,ci82,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_347579_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
,,,,u,0.9995,0,19,19,60,1,ci61,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_499872_autoscaled.jpg,61009b8d84bfd7086deec45a,2022-06-14_12h49.56.984,group_task,2020.2.10,Win32,60
