groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,5.0762,space,7.1212,u,1.9664,0,0,0,77,1,ci78,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_202477_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,2.0205,0,1,1,81,1,ci82,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_347579_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.612,0,2,2,11,1,ci12,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_481688_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,3.6943,0,3,3,10,1,ci11,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_470750_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,2.6711,0,4,4,52,1,ci53,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_247453_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,0.5224,0,5,5,18,1,ci19,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_691399_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.6845,0,6,6,72,1,ci73,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_929772_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,1.0028,0,7,7,37,1,ci38,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_593992_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,1.3297,0,8,8,1,1,ci02,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_187033_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.7657,0,9,9,108,1,ci109,liberal,outgroup,group,cis/group level cis/base_group_liberalOutgroup_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.4446,0,10,10,41,1,ci42,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_706497_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.9185,0,11,11,8,1,ci09,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_420235_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,1.3239,0,12,12,91,1,ci92,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_601743_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,2.197,0,13,13,33,1,ci34,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_394668_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,1.066,0,14,14,58,1,ci59,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_458729_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,2.8067,0,15,15,98,1,ci99,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_868580_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,u,0.9679,0,16,16,73,1,ci74,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,0.3733,0,17,17,61,1,ci62,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_537785_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
,,,,o,0.7168,0,18,18,87,1,ci88,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_506265_autoscaled.jpg,5e5c88c3be924d475ff0fc34,2022-06-14_13h22.51.308,group_task,2020.2.10,Linux aarch64,60
