groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,4.4091,space,5.3825,u,2.4582,0,0,0,31,1,ci32,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_311058_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,1.3951,0,1,1,3,1,ci04,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_215299_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,1.0524,0,2,2,35,1,ci36,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_526540_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,2.0252,0,3,3,80,1,ci81,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_318528_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,1.5042,0,4,4,65,1,ci66,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_644305_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,1.747,0,5,5,74,1,ci75,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_962973_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,1.0154,0,6,6,28,1,ci29,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_258288_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.9718,0,7,7,56,1,ci57,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_312500_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.8119,0,8,8,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.8003,0,9,9,4,1,ci05,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_224595_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,0.8458,0,10,10,107,1,ci108,liberal,ingroup,group,cis/group level cis/base_group_liberalIngroup_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.7526,0,11,11,18,1,ci19,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_691399_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,0.9568,0,12,12,84,1,ci85,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_402893_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,0.7062,0,13,13,100,1,ci101,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_920112_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,0.73,0,14,14,34,1,ci35,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_426896_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,u,0.98,0,15,15,37,1,ci38,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_593992_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.7234,0,16,16,39,1,ci40,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_643489_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
,,,,o,0.9564,0,17,17,45,1,ci46,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_882735_autoscaled.jpg,5fadd599050603201f41b312,2022-06-14_12h35.58.159,group_task,2020.2.10,Win32,60
