groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
o,4.174,space,1.048,o,2.015,0,0,0,2,1,ci03,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_196857_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.189,0,1,1,80,1,ci81,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_318528_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.134,0,2,2,71,1,ci72,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_887954_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.199,0,3,3,17,1,ci18,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_688723_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.148,0,4,4,30,1,ci31,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_296889_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.089,0,5,5,52,1,ci53,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_247453_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.171,0,6,6,39,1,ci40,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_643489_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.176,0,7,7,38,1,ci39,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_612237_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.199,0,8,8,41,1,ci42,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_706497_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.133,0,9,9,86,1,ci87,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_491143_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.185,0,10,10,63,1,ci64,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_583297_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.287,0,11,11,58,1,ci59,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_458729_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.118,0,12,12,46,1,ci47,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_899909_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.148,0,13,13,102,1,ci103,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_930308_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.152,0,14,14,62,1,ci63,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.155,0,15,15,45,1,ci46,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_882735_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.104,0,16,16,64,1,ci65,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_627839_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.192,0,17,17,70,1,ci71,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_856223_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.133,0,18,18,36,1,ci37,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_559539_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.276,0,19,19,31,1,ci32,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_311058_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.122,0,20,20,24,1,ci25,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_986864_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.152,0,21,21,9,1,ci10,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_435390_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.133,0,22,22,59,1,ci60,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_488856_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.217,0,23,23,50,1,ci51,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.175,0,24,24,32,1,ci33,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_362980_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.209,0,25,25,100,1,ci101,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_920112_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.416,0,26,26,77,1,ci78,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_202477_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.134,0,27,27,105,1,ci106,conservative,ingroup,group,cis/group level cis/base_group_conservativeIngroup_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.216,0,28,28,60,1,ci61,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_499872_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.12,0,29,29,25,1,ci26,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_126568_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.368,0,30,30,34,1,ci35,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_426896_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.165,0,31,31,53,1,ci54,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_283998_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.085,0,32,32,84,1,ci85,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_402893_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.199,0,33,33,7,1,ci08,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_384630_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.311,0,34,34,29,1,ci30,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_270729_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.17,0,35,35,19,1,ci20,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_700600_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.21,0,36,36,61,1,ci62,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_537785_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.209,0,37,37,96,1,ci97,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_823586_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.065,0,38,38,6,1,ci07,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_312027_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.249,0,39,39,49,1,ci50,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_914661_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.24,0,40,40,85,1,ci86,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_462266_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,o,0.176,0,41,41,11,1,ci12,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_481688_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
,,,,u,0.16,0,42,42,54,1,ci55,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,5eb4a91af2291f30f6b73c9c,2022-06-14_13h14.50.079,group_task,2020.2.10,Win32,60
