groupKey.keys,groupKey.rt,taskBegin.keys,taskBegin.rt,groupCat.keys,groupCat.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,stimID,participantPol,ciGroup,ciType,imgSrc,ProlificID,date,expName,psychopyVersion,OS,frameRate
u,2.9582,space,10.7751,u,1.6027,0,0,0,43,1,ci44,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,1.4123,0,1,1,94,1,ci95,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.7285,0,2,2,92,1,ci93,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_691475_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.1704,0,3,3,55,1,ci56,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_309610_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.198,0,4,4,61,1,ci62,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_537785_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.4367,0,5,5,13,1,ci14,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_505940_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.2272,0,6,6,6,1,ci07,conservative,ingroup,individual,cis/conservative - ingroup/base_idNo_312027_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.2471,0,7,7,99,1,ci100,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_913688_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.2781,0,8,8,77,1,ci78,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_202477_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.432,0,9,9,33,1,ci34,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_394668_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.4827,0,10,10,103,1,ci104,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_977450_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.3394,0,11,11,49,1,ci50,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_914661_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.3414,0,12,12,53,1,ci54,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_283998_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.2183,0,13,13,38,1,ci39,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_612237_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.4332,0,14,14,50,1,ci51,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.1983,0,15,15,71,1,ci72,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_887954_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.1963,0,16,16,54,1,ci55,liberal,ingroup,individual,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.1253,0,17,17,40,1,ci41,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_656110_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.1322,0,18,18,25,1,ci26,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_126568_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.2055,0,19,19,42,1,ci43,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_735257_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.0841,0,20,20,28,1,ci29,conservative,outgroup,individual,cis/conservative - outgroup/base_idNo_258288_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,o,0.0602,0,21,21,82,1,ci83,liberal,outgroup,individual,cis/liberal - outgroup/base_idNo_349939_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
,,,,u,0.1778,0,22,22,107,1,ci108,liberal,ingroup,group,cis/group level cis/base_group_liberalIngroup_autoscaled.jpg,62a378da05bc514b69023189,2022-06-14_13h35.23.472,group_task,2020.2.10,MacIntel,60
