start_task.keys,start_task.rt,charRating.keys,charRating.rt,amp_loop.thisRepN,amp_loop.thisTrialN,amp_loop.thisN,amp_loop.thisIndex,amp_loop.ran,stimPath,stimID,charPath,charID,noiseID,generatorPol,ciGroup,ciLevel,prolificID,date,expName,psychopyVersion,OS,frameRate
space,28.439,1,2.433,0,0,0,84,1,cis/liberal - outgroup/base_idNo_402893_autoscaled.jpg,stim085,chinese characters/Slide85.jpeg,char085,noise_pattern.jpg,liberal,outgroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.583,0,1,1,106,1,cis/group-level cis/base_group_conservativeOutgroup_autoscaled.jpg,stim107,chinese characters/Slide107.jpeg,char107,noise_pattern.jpg,conservative,outgroup,group,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.416,0,2,2,65,1,cis/liberal - ingroup/base_idNo_644305_autoscaled.jpg,stim066,chinese characters/Slide66.jpeg,char066,noise_pattern.jpg,liberal,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.425,0,3,3,39,1,cis/conservative - outgroup/base_idNo_643489_autoscaled.jpg,stim040,chinese characters/Slide40.jpeg,char040,noise_pattern.jpg,conservative,outgroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.334,0,4,4,105,1,cis/group-level cis/base_group_conservativeIngroup_autoscaled.jpg,stim106,chinese characters/Slide106.jpeg,char106,noise_pattern.jpg,conservative,ingroup,group,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.408,0,5,5,18,1,cis/conservative - ingroup/base_idNo_691399_autoscaled.jpg,stim019,chinese characters/Slide19.jpeg,char019,noise_pattern.jpg,conservative,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.16,0,6,6,45,1,cis/conservative - outgroup/base_idNo_882735_autoscaled.jpg,stim046,chinese characters/Slide46.jpeg,char046,noise_pattern.jpg,conservative,outgroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.249,0,7,7,3,1,cis/conservative - ingroup/base_idNo_215299_autoscaled.jpg,stim004,chinese characters/Slide4.jpeg,char004,noise_pattern.jpg,conservative,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,1.473,0,8,8,63,1,cis/liberal - ingroup/base_idNo_583297_autoscaled.jpg,stim064,chinese characters/Slide64.jpeg,char064,noise_pattern.jpg,liberal,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.36,0,9,9,21,1,cis/conservative - ingroup/base_idNo_791214_autoscaled.jpg,stim022,chinese characters/Slide22.jpeg,char022,noise_pattern.jpg,conservative,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.635,0,10,10,36,1,cis/conservative - outgroup/base_idNo_559539_autoscaled.jpg,stim037,chinese characters/Slide37.jpeg,char037,noise_pattern.jpg,conservative,outgroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.416,0,11,11,48,1,cis/conservative - outgroup/base_idNo_906661_autoscaled.jpg,stim049,chinese characters/Slide49.jpeg,char049,noise_pattern.jpg,conservative,outgroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
,,1,0.85,0,12,12,51,1,cis/liberal - ingroup/base_idNo_247453_autoscaled.jpg,stim052,chinese characters/Slide52.jpeg,char052,noise_pattern.jpg,liberal,ingroup,individual,610047b91150f99de033112c,2022-06-14_23h56.50.480,study 2 - amp,2020.2.10,MacIntel,60
