start_task.keys,start_task.rt,charRating.keys,charRating.rt,amp_loop.thisRepN,amp_loop.thisTrialN,amp_loop.thisN,amp_loop.thisIndex,amp_loop.ran,stimPath,stimID,charPath,charID,noiseID,generatorPol,ciGroup,ciLevel,prolificID,date,expName,psychopyVersion,OS,frameRate
space,50.8979,2,4.7391,0,0,0,35,1,cis/conservative - outgroup/base_idNo_526540_autoscaled.jpg,stim036,chinese characters/Slide36.jpeg,char036,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,3.6758,0,1,1,7,1,cis/conservative - ingroup/base_idNo_384630_autoscaled.jpg,stim008,chinese characters/Slide8.jpeg,char008,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,1.2667,0,2,2,84,1,cis/liberal - outgroup/base_idNo_402893_autoscaled.jpg,stim085,chinese characters/Slide85.jpeg,char085,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,1.2517,0,3,3,13,1,cis/conservative - ingroup/base_idNo_505940_autoscaled.jpg,stim014,chinese characters/Slide14.jpeg,char014,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.809,0,4,4,100,1,cis/liberal - outgroup/base_idNo_920112_autoscaled.jpg,stim101,chinese characters/Slide101.jpeg,char101,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.8016,0,5,5,98,1,cis/liberal - outgroup/base_idNo_868580_autoscaled.jpg,stim099,chinese characters/Slide99.jpeg,char099,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.8143,0,6,6,86,1,cis/liberal - outgroup/base_idNo_491143_autoscaled.jpg,stim087,chinese characters/Slide87.jpeg,char087,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,1.1321,0,7,7,105,1,cis/group-level cis/base_group_conservativeIngroup_autoscaled.jpg,stim106,chinese characters/Slide106.jpeg,char106,noise_pattern.jpg,conservative,ingroup,group,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5499,0,8,8,79,1,cis/liberal - outgroup/base_idNo_316191_autoscaled.jpg,stim080,chinese characters/Slide80.jpeg,char080,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6016,0,9,9,50,1,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,stim051,chinese characters/Slide51.jpeg,char051,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6199,0,10,10,103,1,cis/liberal - outgroup/base_idNo_977450_autoscaled.jpg,stim104,chinese characters/Slide104.jpeg,char104,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.7146,0,11,11,5,1,cis/conservative - ingroup/base_idNo_244753_autoscaled.jpg,stim006,chinese characters/Slide6.jpeg,char006,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5166,0,12,12,73,1,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,stim074,chinese characters/Slide74.jpeg,char074,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6624,0,13,13,67,1,cis/liberal - ingroup/base_idNo_662846_autoscaled.jpg,stim068,chinese characters/Slide68.jpeg,char068,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6178,0,14,14,108,1,cis/group-level cis/base_group_liberalOutgroup_autoscaled.jpg,stim109,chinese characters/Slide109.jpeg,char109,noise_pattern.jpg,liberal,outgroup,group,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6997,0,15,15,53,1,cis/liberal - ingroup/base_idNo_283998_autoscaled.jpg,stim054,chinese characters/Slide54.jpeg,char054,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6761,0,16,16,60,1,cis/liberal - ingroup/base_idNo_499872_autoscaled.jpg,stim061,chinese characters/Slide61.jpeg,char061,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6326,0,17,17,18,1,cis/conservative - ingroup/base_idNo_691399_autoscaled.jpg,stim019,chinese characters/Slide19.jpeg,char019,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5851,0,18,18,94,1,cis/liberal - outgroup/base_idNo_798785_autoscaled.jpg,stim095,chinese characters/Slide95.jpeg,char095,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5893,0,19,19,11,1,cis/conservative - ingroup/base_idNo_481688_autoscaled.jpg,stim012,chinese characters/Slide12.jpeg,char012,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5549,0,20,20,88,1,cis/liberal - outgroup/base_idNo_518254_autoscaled.jpg,stim089,chinese characters/Slide89.jpeg,char089,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4121,0,21,21,42,1,cis/conservative - outgroup/base_idNo_735257_autoscaled.jpg,stim043,chinese characters/Slide43.jpeg,char043,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5167,0,22,22,101,1,cis/liberal - outgroup/base_idNo_924521_autoscaled.jpg,stim102,chinese characters/Slide102.jpeg,char102,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5129,0,23,23,19,1,cis/conservative - ingroup/base_idNo_700600_autoscaled.jpg,stim020,chinese characters/Slide20.jpeg,char020,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,1.9977,0,24,24,57,1,cis/liberal - ingroup/base_idNo_457349_autoscaled.jpg,stim058,chinese characters/Slide58.jpeg,char058,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5488,0,25,25,70,1,cis/liberal - ingroup/base_idNo_856223_autoscaled.jpg,stim071,chinese characters/Slide71.jpeg,char071,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5796,0,26,26,47,1,cis/conservative - outgroup/base_idNo_901185_autoscaled.jpg,stim048,chinese characters/Slide48.jpeg,char048,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5529,0,27,27,80,1,cis/liberal - outgroup/base_idNo_318528_autoscaled.jpg,stim081,chinese characters/Slide81.jpeg,char081,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5031,0,28,28,43,1,cis/conservative - outgroup/base_idNo_746324_autoscaled.jpg,stim044,chinese characters/Slide44.jpeg,char044,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5795,0,29,29,93,1,cis/liberal - outgroup/base_idNo_758732_autoscaled.jpg,stim094,chinese characters/Slide94.jpeg,char094,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6831,0,30,30,58,1,cis/liberal - ingroup/base_idNo_458729_autoscaled.jpg,stim059,chinese characters/Slide59.jpeg,char059,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5281,0,31,31,29,1,cis/conservative - outgroup/base_idNo_270729_autoscaled.jpg,stim030,chinese characters/Slide30.jpeg,char030,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5748,0,32,32,12,1,cis/conservative - ingroup/base_idNo_495549_autoscaled.jpg,stim013,chinese characters/Slide13.jpeg,char013,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6004,0,33,33,48,1,cis/conservative - outgroup/base_idNo_906661_autoscaled.jpg,stim049,chinese characters/Slide49.jpeg,char049,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4881,0,34,34,82,1,cis/liberal - outgroup/base_idNo_349939_autoscaled.jpg,stim083,chinese characters/Slide83.jpeg,char083,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4164,0,35,35,65,1,cis/liberal - ingroup/base_idNo_644305_autoscaled.jpg,stim066,chinese characters/Slide66.jpeg,char066,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5162,0,36,36,78,1,cis/liberal - outgroup/base_idNo_222143_autoscaled.jpg,stim079,chinese characters/Slide79.jpeg,char079,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6512,0,37,37,64,1,cis/liberal - ingroup/base_idNo_627839_autoscaled.jpg,stim065,chinese characters/Slide65.jpeg,char065,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.683,0,38,38,54,1,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,stim055,chinese characters/Slide55.jpeg,char055,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4615,0,39,39,1,1,cis/conservative - ingroup/base_idNo_187033_autoscaled.jpg,stim002,chinese characters/Slide2.jpeg,char002,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5828,0,40,40,26,1,cis/conservative - outgroup/base_idNo_126568_autoscaled.jpg,stim027,chinese characters/Slide27.jpeg,char027,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5061,0,41,41,49,1,cis/conservative - outgroup/base_idNo_914661_autoscaled.jpg,stim050,chinese characters/Slide50.jpeg,char050,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5002,0,42,42,32,1,cis/conservative - outgroup/base_idNo_362980_autoscaled.jpg,stim033,chinese characters/Slide33.jpeg,char033,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4496,0,43,43,10,1,cis/conservative - ingroup/base_idNo_470750_autoscaled.jpg,stim011,chinese characters/Slide11.jpeg,char011,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.483,0,44,44,61,1,cis/liberal - ingroup/base_idNo_537785_autoscaled.jpg,stim062,chinese characters/Slide62.jpeg,char062,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4161,0,45,45,96,1,cis/liberal - outgroup/base_idNo_823586_autoscaled.jpg,stim097,chinese characters/Slide97.jpeg,char097,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.6298,0,46,46,62,1,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,stim063,chinese characters/Slide63.jpeg,char063,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4309,0,47,47,2,1,cis/conservative - ingroup/base_idNo_196857_autoscaled.jpg,stim003,chinese characters/Slide3.jpeg,char003,noise_pattern.jpg,conservative,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4279,0,48,48,76,1,cis/liberal - outgroup/base_idNo_135744_autoscaled.jpg,stim077,chinese characters/Slide77.jpeg,char077,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5247,0,49,49,90,1,cis/liberal - outgroup/base_idNo_551334_autoscaled.jpg,stim091,chinese characters/Slide91.jpeg,char091,noise_pattern.jpg,liberal,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5165,0,50,50,63,1,cis/liberal - ingroup/base_idNo_583297_autoscaled.jpg,stim064,chinese characters/Slide64.jpeg,char064,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.5153,0,51,51,59,1,cis/liberal - ingroup/base_idNo_488856_autoscaled.jpg,stim060,chinese characters/Slide60.jpeg,char060,noise_pattern.jpg,liberal,ingroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
,,2,0.4991,0,52,52,30,1,cis/conservative - outgroup/base_idNo_296889_autoscaled.jpg,stim031,chinese characters/Slide31.jpeg,char031,noise_pattern.jpg,conservative,outgroup,individual,5d07797b84ba270017199b08,2022-06-14_21h41.23.776,study 2 - amp,2020.2.10,Win32,60
