start_task.keys,start_task.rt,charRating.keys,charRating.rt,amp_loop.thisRepN,amp_loop.thisTrialN,amp_loop.thisN,amp_loop.thisIndex,amp_loop.ran,stimPath,stimID,charPath,charID,noiseID,generatorPol,ciGroup,ciLevel,prolificID,date,expName,psychopyVersion,OS,frameRate
space,21.397,3,3.206,0,0,0,98,1,cis/liberal - outgroup/base_idNo_868580_autoscaled.jpg,stim099,chinese characters/Slide99.jpeg,char099,noise_pattern.jpg,liberal,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,3,0.909,0,1,1,37,1,cis/conservative - outgroup/base_idNo_593992_autoscaled.jpg,stim038,chinese characters/Slide38.jpeg,char038,noise_pattern.jpg,conservative,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,3,1.258,0,2,2,57,1,cis/liberal - ingroup/base_idNo_457349_autoscaled.jpg,stim058,chinese characters/Slide58.jpeg,char058,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,3,0.771,0,3,3,59,1,cis/liberal - ingroup/base_idNo_488856_autoscaled.jpg,stim060,chinese characters/Slide60.jpeg,char060,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,1,1.26,0,4,4,50,1,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,stim051,chinese characters/Slide51.jpeg,char051,noise_pattern.jpg,conservative,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,1,0.528,0,5,5,102,1,cis/liberal - outgroup/base_idNo_930308_autoscaled.jpg,stim103,chinese characters/Slide103.jpeg,char103,noise_pattern.jpg,liberal,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,1,0.922,0,6,6,0,1,cis/conservative - ingroup/base_idNo_184154_autoscaled.jpg,stim001,chinese characters/Slide1.jpeg,char001,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,1,0.543,0,7,7,23,1,cis/conservative - ingroup/base_idNo_920301_autoscaled.jpg,stim024,chinese characters/Slide24.jpeg,char024,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,1,0.653,0,8,8,60,1,cis/liberal - ingroup/base_idNo_499872_autoscaled.jpg,stim061,chinese characters/Slide61.jpeg,char061,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.862,0,9,9,7,1,cis/conservative - ingroup/base_idNo_384630_autoscaled.jpg,stim008,chinese characters/Slide8.jpeg,char008,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.59,0,10,10,4,1,cis/conservative - ingroup/base_idNo_224595_autoscaled.jpg,stim005,chinese characters/Slide5.jpeg,char005,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.416,0,11,11,68,1,cis/liberal - ingroup/base_idNo_806540_autoscaled.jpg,stim069,chinese characters/Slide69.jpeg,char069,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.339,0,12,12,62,1,cis/liberal - ingroup/base_idNo_574089_autoscaled.jpg,stim063,chinese characters/Slide63.jpeg,char063,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.425,0,13,13,12,1,cis/conservative - ingroup/base_idNo_495549_autoscaled.jpg,stim013,chinese characters/Slide13.jpeg,char013,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.493,0,14,14,18,1,cis/conservative - ingroup/base_idNo_691399_autoscaled.jpg,stim019,chinese characters/Slide19.jpeg,char019,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,3,0.991,0,15,15,51,1,cis/liberal - ingroup/base_idNo_247453_autoscaled.jpg,stim052,chinese characters/Slide52.jpeg,char052,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.68,0,16,16,97,1,cis/liberal - outgroup/base_idNo_845263_autoscaled.jpg,stim098,chinese characters/Slide98.jpeg,char098,noise_pattern.jpg,liberal,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.543,0,17,17,35,1,cis/conservative - outgroup/base_idNo_526540_autoscaled.jpg,stim036,chinese characters/Slide36.jpeg,char036,noise_pattern.jpg,conservative,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.459,0,18,18,24,1,cis/conservative - ingroup/base_idNo_986864_autoscaled.jpg,stim025,chinese characters/Slide25.jpeg,char025,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.279,0,19,19,72,1,cis/liberal - ingroup/base_idNo_929772_autoscaled.jpg,stim073,chinese characters/Slide73.jpeg,char073,noise_pattern.jpg,liberal,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,2,0.394,0,20,20,19,1,cis/conservative - ingroup/base_idNo_700600_autoscaled.jpg,stim020,chinese characters/Slide20.jpeg,char020,noise_pattern.jpg,conservative,ingroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
,,3,0.425,0,21,21,103,1,cis/liberal - outgroup/base_idNo_977450_autoscaled.jpg,stim104,chinese characters/Slide104.jpeg,char104,noise_pattern.jpg,liberal,outgroup,individual,629e112d75f3665c8362ab6f,2022-06-15_01h36.05.415,study 2 - amp,2020.2.10,Win32,60
