start_task.keys,start_task.rt,charRating.keys,charRating.rt,amp_loop.thisRepN,amp_loop.thisTrialN,amp_loop.thisN,amp_loop.thisIndex,amp_loop.ran,stimPath,stimID,charPath,charID,noiseID,generatorPol,ciGroup,ciLevel,prolificID,date,expName,psychopyVersion,OS,frameRate
space,4.928,4,0.781,0,0,0,73,1,cis/liberal - ingroup/base_idNo_952099_autoscaled.jpg,stim074,chinese characters/Slide74.jpeg,char074,noise_pattern.jpg,liberal,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.036,0,1,1,7,1,cis/conservative - ingroup/base_idNo_384630_autoscaled.jpg,stim008,chinese characters/Slide8.jpeg,char008,noise_pattern.jpg,conservative,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.268,0,2,2,54,1,cis/liberal - ingroup/base_idNo_293475_autoscaled.jpg,stim055,chinese characters/Slide55.jpeg,char055,noise_pattern.jpg,liberal,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.056,0,3,3,85,1,cis/liberal - outgroup/base_idNo_462266_autoscaled.jpg,stim086,chinese characters/Slide86.jpeg,char086,noise_pattern.jpg,liberal,outgroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.038,0,4,4,53,1,cis/liberal - ingroup/base_idNo_283998_autoscaled.jpg,stim054,chinese characters/Slide54.jpeg,char054,noise_pattern.jpg,liberal,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.074,0,5,5,65,1,cis/liberal - ingroup/base_idNo_644305_autoscaled.jpg,stim066,chinese characters/Slide66.jpeg,char066,noise_pattern.jpg,liberal,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.086,0,6,6,50,1,cis/conservative - outgroup/base_idNo_938082_autoscaled.jpg,stim051,chinese characters/Slide51.jpeg,char051,noise_pattern.jpg,conservative,outgroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.165,0,7,7,66,1,cis/liberal - ingroup/base_idNo_648338_autoscaled.jpg,stim067,chinese characters/Slide67.jpeg,char067,noise_pattern.jpg,liberal,ingroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.207,0,8,8,31,1,cis/conservative - outgroup/base_idNo_311058_autoscaled.jpg,stim032,chinese characters/Slide32.jpeg,char032,noise_pattern.jpg,conservative,outgroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
,,4,0.198,0,9,9,100,1,cis/liberal - outgroup/base_idNo_920112_autoscaled.jpg,stim101,chinese characters/Slide101.jpeg,char101,noise_pattern.jpg,liberal,outgroup,individual,5bdcf0649ab26e0001a4947c,2022-06-14_21h54.27.842,study 2 - amp,2020.2.10,Linux x86_64,60
